EX,ID,LIST
A security-disabled universal group was changed. Subject:  Security ID:  ACME-FR\administrator Account Name:  administrator Account Domain:  ACME-FR Logon ID:  0x20f9d Group:  Security ID:  ACME-FR\TheOthers Group Name:  TheOthers Group Domain:  ACME-FR Changed Attributes:  SAM Account Name: - SID History:  - Additional Information:  Privileges:  -  ,4760,"['A security-disabled universal group was changed.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x20f9d', 'Group:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\TheOthers', 'Group Name:  TheOthers', 'Group Domain:  ACME-FR', 'Changed Attributes:', ' SAM Account Name: -', 'SID History:  -', 'Additional Information:', ' Privileges:  -']"
"A member was added to a security-disabled universal group. Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x27a79 Member:  Security ID:  ACME\gkhan Account Name:  cn=Ghenghis Khan,CN=Users,DC=acme,DC=local Group:  Security ID:  S-1-5-21-3108364787-189202583-342365621-1108 Group Name:  Historical Figures Group Domain:  ACME Additional Information:  Privileges:  -  Expiration time:  - ",4761,"['A member was added to a security-disabled universal group.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x27a79', 'Member:', ' Security ID:  ACME\\\\\\\\\\\\\\\\gkhan', 'Account Name:  cn=Ghenghis Khan,CN=Users,DC=acme,DC=local', 'Group:', ' Security ID:  S-1-5-21-3108364787-189202583-342365621-1108', 'Group Name:  Historical Figures', 'Group Domain:  ACME', 'Additional Information:', ' Privileges:  -', ' Expiration time:  -']"
"A member was removed from a security-disabled universal group. Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x27a79 Member:  Security ID:  ACME\gkhan Account Name:  cn=Ghenghis Khan,CN=Users,DC=acme,DC=local Group:  Security ID:  S-1-5-21-3108364787-189202583-342365621-1108 Group Name:  Historical Figures Group Domain:  ACME Additional Information:  Privileges:  - ",4762,"['A member was removed from a security-disabled universal group.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x27a79', 'Member:', ' Security ID:  ACME\\\\\\\\\\\\\\\\gkhan', 'Account Name:  cn=Ghenghis Khan,CN=Users,DC=acme,DC=local', 'Group:', ' Security ID:  S-1-5-21-3108364787-189202583-342365621-1108', 'Group Name:  Historical Figures', 'Group Domain:  ACME', 'Additional Information:', ' Privileges:  -']"
A security-disabled universal group was deleted. Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x27a79 Deleted Group:  Security ID:  S-1-5-21-3108364787-189202583-342365621-1108 Group Name:  Historical Figures Group Domain:  ACME Additional Information:  Privileges:  -  ,4763,"['A security-disabled universal group was deleted.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x27a79', 'Deleted Group:', ' Security ID:  S-1-5-21-3108364787-189202583-342365621-1108', 'Group Name:  Historical Figures', 'Group Domain:  ACME', 'Additional Information:', ' Privileges:  -']"
A group?™s type was changed. Subject:  Security ID:  ACME\administrator Account Name:  administrator Account Domain:  ACME Logon ID:  0x30999 Change Type:  Security Enabled Global Group Changed to Security Enabled Universal Group. Group:  Security ID:  ACME\Dharma Institute Employees Group Name:  Dharma Institute Employees Group Domain:  ACME Additional Information:  Privileges:  -  ,4764,"['A group???Â¢s type was changed.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME', 'Logon ID:  0x30999', 'Change Type:  Security Enabled Global Group Changed to Security Enabled Universal Group.', 'Group:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Dharma Institute Employees', 'Group Name:  Dharma Institute Employees', 'Group Domain:  ACME', 'Additional Information:', ' Privileges:  -']"
SID History was added to an account. Subject:  Security ID:  %6 Account Name:  %7 Account Domain:  %8 Logon ID:  %9 Target Account:  Security ID:  %5 Account Name:  %3 Account Domain:  %4 Source Account:  Security ID:  %2 Account Name:  %1 Additional Information:  Privileges:  %10 SID List:  %11 ,4765,"['SID History was added to an account.', 'Subject:', ' Security ID:  %6', 'Account Name:  %7', 'Account Domain:  %8', 'Logon ID:  %9', 'Target Account:', ' Security ID:  %5', 'Account Name:  %3', 'Account Domain:  %4', 'Source Account:', ' Security ID:  %2', 'Account Name:  %1', 'Additional Information:', ' Privileges:  %10', 'SID List:  %11']"
An attempt to add SID History to an account failed. Subject:  Security ID: Account Name:  %5 Account Domain:  %6 Logon ID:  %7 Target Account:  Security ID:  %4 Account Name:  %2 Account Domain:  %3 Source Account Account Name:  %1 Additional Information:  Privileges:    ,4766,"['An attempt to add SID History to an account failed.', 'Subject:', ' Security ID:', 'Account Name:  %5', 'Account Domain:  %6', 'Logon ID:  %7', 'Target Account:', ' Security ID:  %4', 'Account Name:  %2', 'Account Domain:  %3', 'Source Account: %4', 'Account Name:  %1', 'Additional Information:', ' Privileges:  ']"
A user account was unlocked. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x192a4 Target Account:  Security ID:  WIN-R9H529RIO4Y\John Account Name:  John Account Domain:  WIN-R9H529RIO4Y ,4767,"['A user account was unlocked.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x192a4', 'Target Account:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\John', 'Account Name:  John', 'Account Domain:  WIN-R9H529RIO4Y']"
"Success A Kerberos authentication ticket (TGT) was requested. Account Information:  Account Name: Administrator Supplied Realm Name: acme-fr User ID: ACME-FR\administrator  Service Information:  Service Name: krbtgt Service ID: ACME-FR\krbtgt  Network Information:  Client Address: ::1 Client Port: 0  Additional Information:  Ticket Options: 0x40810010 Result Code: 0x0 Ticket Encryption Type: 0x12 Pre-Authentication Type: 2  Certificate Information:   Certificate Issuer Name: Certificate Serial Number: Certificate Thumbprint:  Certificate information is only provided if a certificate was used for pre-authentication.  Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120.  Failure A Kerberos authentication ticket (TGT) was requested. Account Information:   Account Name: nebuchadnezzar Supplied Realm Name: acme-fr User ID: NULL SID  Service Information:   Service Name: krbtgt/acme-fr Service ID: NULL SID  Network Information:  Client Address: ::1 Client Port: 0  Additional Information:  Ticket Options: 0x40810010 Result Code: 0x12 Ticket Encryption Type: 0xffffffff Pre-Authentication Type: -  Certificate Information:   Certificate Issuer Name: Certificate Serial Number: Certificate Thumbprint:  Certificate information is only provided if a certificate was used for pre-authentication.  Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120. EditMore Resources ",4768,"['Success', 'A Kerberos authentication ticket (TGT) was requested.', 'Account Information:', 'Account Name: Administrator', 'Supplied Realm Name: acme-fr', 'User ID: ACME-FR\\\\\\\\\\\\\\\\administrator ', 'Service Information:', ' Service Name: krbtgt', 'Service ID: ACME-FR\\\\\\\\\\\\\\\\krbtgt ', 'Network Information:', ' Client Address: ::1', 'Client Port: 0 ', 'Additional Information:', ' Ticket Options: 0x40810010', 'Result Code: 0x0', 'Ticket Encryption Type: 0x12', 'Pre-Authentication Type: 2 ', 'Certificate Information: ', ' Certificate Issuer Name:', 'Certificate Serial Number:', 'Certificate Thumbprint: ', 'Certificate information is only provided if a certificate was used for pre-authentication. ']"
A Kerberos service ticket was requested. Account Information:  Account Name:  bob@ACME.COM Account Domain:  ACME.COM Logon GUID:  {4a5cfd43-84a6-c32e-b6a3-b634f57eafe7} Service Information:  Service Name:  WIN-PY3ZJZTXPIL$ Service ID:  ACME\WIN-PY3ZJZTXPIL$ Network Information:  Client Address:  ::ffff:10.42.42.224 Client Port:  50979 Additional Information:  Ticket Options:  0x40810000 Ticket Encryption Type: 0x12 Failure Code:  0x0 Transited Services: - ,4769,"['A Kerberos service ticket was requested.', 'Account Information:', ' Account Name:  bob@ACME.COM', 'Account Domain:  ACME.COM', 'Logon GUID:  {4a5cfd43-84a6-c32e-b6a3-b634f57eafe7}', 'Service Information:', ' Service Name:  WIN-PY3ZJZTXPIL$', 'Service ID:  ACME\\\\\\\\\\\\\\\\WIN-PY3ZJZTXPIL$', 'Network Information:', ' Client Address:  ::ffff:10.42.42.224', 'Client Port:  50979', 'Additional Information:', ' Ticket Options:  0x40810000', 'Ticket Encryption Type: 0x12', 'Failure Code:  0x0', 'Transited Services: -']"
A Kerberos service ticket was renewed. Account Information:  Account Name:  WIN-857ZZX6RQHL$@ACME-FR.LOCAL Account Domain:  ACME-FR.LOCAL Service Information:  Service Name:  krbtgt Service ID:  ACME-FR\krbtgt Network Information:  Client Address:  ::1 Client Port:  0 Additional Information:  Ticket Options:  0x2 Ticket Encryption Type: 0x12 Ticket options and encryption types are defined in RFC 4120. ,4770,"['A Kerberos service ticket was renewed.', 'Account Information:', ' Account Name:  WIN-857ZZX6RQHL$@ACME-FR.LOCAL', 'Account Domain:  ACME-FR.LOCAL', 'Service Information:', ' Service Name:  krbtgt', 'Service ID:  ACME-FR\\\\\\\\\\\\\\\\krbtgt', 'Network Information:', ' Client Address:  ::1', 'Client Port:  0', 'Additional Information:', ' Ticket Options:  0x2', 'Ticket Encryption Type: 0x12', 'Ticket options and encryption types are defined in RFC 4120.']"
"Kerberos pre-authentication failed. Account Information:  Security ID:  ACME\administrator Account Name:  Administrator Service Information:  Service Name:  krbtgt/acme Network Information:  Client Address:  ::ffff:10.42.42.224 Client Port:  50950 Additional Information:  Ticket Options:  0x40810010 Failure Code:  0x18 Pre-Authentication Type: 2 Certificate Information:  Certificate Issuer Name:   Certificate Serial Number:   Certificate Thumbprint:   Certificate information is only provided if a certificate was used for pre-authentication. Pre-authentication types, ticket options and failure codes are defined in RFC 4120. If the ticket was malformed or damaged during transit and could not be decrypted, then many fields in this event might not be present. ",4771,"['Kerberos pre-authentication failed.', 'Account Information:', ' Security ID:  ACME\\\\\\\\\\\\\\\\administrator', 'Account Name:  Administrator', 'Service Information:', ' Service Name:  krbtgt/acme', 'Network Information:', ' Client Address:  ::ffff:10.42.42.224', 'Client Port:  50950', 'Additional Information:', ' Ticket Options:  0x40810010', 'Failure Code:  0x18', 'Pre-Authentication Type: 2', 'Certificate Information:', ' Certificate Issuer Name: -  ', 'Certificate Serial Number: -  ', 'Certificate Thumbprint: - ']"
A Kerberos authentication ticket request failed. Account Information:  Account Name:  %1 Supplied Realm Name: %2 Service Information:  Service Name: %3 Network Information:  Client Address: %6 Client Port: %7 Additional Information:  Ticket Options: %4 Failure Code: %5  ,4772,"['A Kerberos authentication ticket request failed.', 'Account Information:', ' Account Name:  %1', 'Supplied Realm Name: %2', 'Service Information:', ' Service Name: %3', 'Network Information:', ' Client Address: %6', 'Client Port: %7', 'Additional Information:', ' Ticket Options: %4', 'Failure Code: %5']"
A Kerberos service ticket request failed. Account Information:  Account Name:  %1 Account Domain:  %2 Service Information:  Service Name: %3 Network Information:  Client Address: %6 Client Port: %7 Additional Information:  Ticket Options: %4 Failure Code: %5 Ticket options and failure codes are defined in RFC 4120. ,4773,"['A Kerberos service ticket request failed.', 'Account Information:', ' Account Name:  %1', 'Account Domain:  %2', 'Service Information:', ' Service Name: %3', 'Network Information:', ' Client Address: %6', 'Client Port: %7', 'Additional Information:', ' Ticket Options: %4', 'Failure Code: %5', 'Ticket options and failure codes are defined in RFC 4120.']"
An account was mapped for logon.  Authentication Package: %1 Account UPN: %2 Mapped Name: %3 ,4774,"['An account was mapped for logon.', ' Authentication Package: %1', 'Account UPN: %2', 'Mapped Name: %3']"
An account could not be mapped for logon.  Authentication Package: %1 Account Name: %2 ,4775,"['An account could not be mapped for logon.', ' Authentication Package: %1', 'Account Name: %2']"
The domain controller attempted to validate the credentials for an account. Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0 Logon Account: administrator Source Workstation: WIN-R9H529RIO4Y Error Code: 0xc0000064  ,4776,"['The domain controller attempted to validate the credentials for an account.', 'Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0', 'Logon Account: administrator', 'Source Workstation: WIN-R9H529RIO4Y', 'Error Code: 0xc0000064']"
The domain controller failed to validate the credentials for an account. Authentication Package: %1 Logon Account: %2 Source Workstation: %3 Error Code: %4 ,4777,"['The domain controller failed to validate the credentials for an account.', 'Authentication Package: %1', 'Logon Account: %2', 'Source Workstation: %3', 'Error Code: %4']"
A session was reconnected to a Window Station. Subject:  Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x169e9 Session:  Session Name:  RDP-Tcp#0 Additional Information:  Client Name:  XPEDIT Client Address:  10.42.42.211 ,4778,"['A session was reconnected to a Window Station.', 'Subject:', ' Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x169e9', 'Session:', ' Session Name:  RDP-Tcp#0', 'Additional Information:', ' Client Name:  XPEDIT', 'Client Address:  10.42.42.211']"
A session was disconnected from a Window Station. Subject:  Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x169e9 Session:  Session Name:  RDP-Tcp#0 Additional Information:  Client Name:  XPEDIT Client Address:  10.42.42.211 ,4779,"['A session was disconnected from a Window Station.', 'Subject:', ' Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x169e9', 'Session:', ' Session Name:  RDP-Tcp#0', 'Additional Information:', ' Client Name:  XPEDIT', 'Client Address:  10.42.42.211']"
"The ACL was set on accounts which are members of administrators groups. Subject:  Security ID:  ANONYMOUS LOGON Account Name:  ANONYMOUS LOGON Account Domain:  NT AUTHORITY Logon ID:  0x3e6 Target Account:  Security ID:  ACME\Domain Admins Account Name:  Domain Admins Account Domain:  DC=acme,DC=local Additional Information:  Privileges:  - Every hour, the Windows domain controller that holds the primary domain controller (PDC) Flexible Single Master Operation (FSMO) role compares the ACL on all security principal accounts (users, groups, and machine accounts) present for its domain in Active Directory and that are in administrative groups against the ACL on the AdminSDHolder object. If the ACL on the principal account differs from the ACL on the AdminSDHolder object, then the ACL on the principal account is reset to match the ACL on the AdminSDHolder object and ",4780,"['The ACL was set on accounts which are members of administrators groups.', 'Subject:', ' Security ID:  ANONYMOUS LOGON', 'Account Name:  ANONYMOUS LOGON', 'Account Domain:  NT AUTHORITY', 'Logon ID:  0x3e6', 'Target Account:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Domain Admins', 'Account Name:  Domain Admins', 'Account Domain:  DC=acme,DC=local', 'Additional Information:', ' Privileges:  -']"
The name of an account was changed: Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x1f40f Target Account:  Security ID:  ACME\emp-nbonaparte Account Domain:  ACME Old Account Name: nbonaparte New Account Name: emp-nbonaparte Additional Information:  Privileges:  - ,4781,"['The name of an account was changed:', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x1f40f', 'Target Account:', ' Security ID:  ACME\\\\\\\\\\\\\\\\emp-nbonaparte', 'Account Domain:  ACME', 'Old Account Name: nbonaparte', 'New Account Name: emp-nbonaparte', 'Additional Information:', ' Privileges:  -']"
